,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle
3090,Friday,18 December 2015,2.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Measurements at the Boundary of the Heliosphere and Beyond and IMAP Preparations,Oral,1.0,24.0
3091,Thursday,17 December 2015,3.0,Moscone West,2008,0.0,Biogeosciences,Soil Organic Matter Dynamics on Mineral Surfaces,Oral,0.0,8.0
3093,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Teleconnections in Hydrological Systems at Decadal Timescales,Poster,0.0,7.0
3094,Friday,18 December 2015,3.0,Moscone West,3020,0.0,Hydrology,Advances in Hydrometeorological Extremes Forecasting,Oral,0.0,10.0
3096,Tuesday,15 December 2015,4.0,Moscone West,3010,0.0,Atmospheric Sciences,"Advances in Remote Sensing of Fires, Aerosols, and Air Quality Trace Gases",Oral,1.0,15.0
3097,Tuesday,15 December 2015,4.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,"Mountain Building, Denudation, and the Global Evolution of Biogeochemical Cycles",Oral,0.0,16.0
3098,Monday,14 December 2015,14.0,Moscone West,2012,0.0,Paleoceanography and Paleoclimatology,Limnogeology and Paleolimnology,Oral,0.0,5.0
3100,Monday,14 December 2015,3.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Magnetosphere-Ionosphere Coupling Processes,Oral,1.0,7.0
3101,Tuesday,15 December 2015,10.0,Moscone West,3020,0.0,Hydrology,Ecohydrology in the Critical Zone,Oral,0.0,8.0
3102,Monday,14 December 2015,2.0,Moscone South,Poster Hall,1105.0,Hydrology,"Advances in Watershed Modeling of Hydrology, Sediment, and Nutrients",Poster,0.0,16.0
3104,Tuesday,15 December 2015,1.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Preparing for Solar Probe Plus and Solar Orbiter,Oral,0.0,3.0
3105,Friday,18 December 2015,2.0,Moscone West,3008,0.0,Atmospheric Sciences,"Clouds, Precipitation, and Climate Change",Oral,1.0,13.0
3106,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Education,Public STEM Events,Poster,0.0,6.0
3107,Thursday,17 December 2015,25.0,Moscone West,2009,0.0,SPA-Magnetospheric Physics,Mass-Loading Plasmas,Poster,0.0,5.0
3108,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Tectonophysics,Crustal and Mantle Deformation and Metamorphism,Poster,0.0,4.0
3109,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Improving Solar and Wind Forecasts along with Weather and Climate Prediction,Poster,0.0,2.0
3111,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Coastal Geomorphology and Morphodynamics,Poster,0.0,21.0
3115,Tuesday,15 December 2015,4.0,Moscone West,2008,0.0,Biogeosciences,Bridging Microbial Ecology to Geochemistry,Oral,0.0,11.0
3117,Monday,14 December 2015,5.0,Moscone West,3006,0.0,Global Environmental Change,The NASA Public Health and Air Quality Application Program,Oral,1.0,15.0
3118,Tuesday,15 December 2015,2.0,Moscone West,2008,0.0,Biogeosciences,Microbial Controls of Biogeochemical Cycling,Oral,0.0,18.0
3119,Friday,18 December 2015,5.0,Moscone West,2002,133.0,Geodesy,"Impact of Ice Sheets, Glaciers, and Land Hydrology on Sea Level from Geodetic Observations and Global Observing Systems",Oral,1.0,14.0
3121,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Tropical Cyclones,Poster,0.0,12.0
3123,Friday,18 December 2015,8.0,Moscone South,Poster Hall,0.0,Cryosphere,"Hydrology of Glaciers, Ice Caps, and Ice Sheets in Past, Present, and Future Climates",Poster,0.0,11.0
3125,Wednesday,16 December 2015,10.0,Moscone West,3005,0.0,Cryosphere,The Cryosphere in Mountain Regions under a Warming Climate,Poster,1.0,14.0
3126,Monday,14 December 2015,3.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,Reconstructing the Secular Variation of the Earth's Magnetic Field in the Past,Poster,0.0,8.0
3127,Thursday,17 December 2015,9.0,Moscone West,3009,0.0,Ocean Sciences,Follow the Fluids,Oral,0.0,7.0
3128,Wednesday,16 December 2015,6.0,Moscone South,Poster Hall,0.0,Tectonophysics,Marine Sedimentary Records of Climate-Tectonic Interactions,Poster,0.0,15.0
3129,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Active Tectonics, Earthquake Geology, and Surface Processes in South and East Asia",Poster,0.0,12.0
3130,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Near Surface Geophysics General Contributions,Poster,0.0,12.0
3131,Monday,14 December 2015,7.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Advanced Experimental and Analytical Techniques for Mineralogy and Mineral Physics,Poster,0.0,16.0
3132,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Magnetosphere-Ionosphere Coupling Processes,Poster,0.0,2.0
3133,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Professional Development for Graduate Students in the Geosciences,Poster,0.0,7.0
3134,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Integrated Observations/Modeling of Water Cycle Extremes and Attribution of Changes in the Components of the Hydrological Cycle to Human Influences,Poster,0.0,13.0
3135,Thursday,17 December 2015,18.0,Moscone South,Poster Hall,0.0,Cryosphere,Climate-Carbon-Cryosphere Interactions in the East Siberian Arctic Ocean,Poster,0.0,10.0
3136,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Education,Sharing Best Practices and Effective Models for Program Evaluation and Demonstrating the Impact of Your Education and Public Outreach Programs,Poster,1.0,17.0
3137,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Biogeosciences,Vulnerability of Permafrost Carbon to Climate Change,Poster,0.0,16.0
3138,Wednesday,16 December 2015,2.0,Moscone South,303,0.0,Education,Climate Literacy in K-12 Classrooms,Oral,0.0,17.0
3139,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Advances and Breakthroughs in Hydrogeology,Poster,0.0,13.0
3140,Tuesday,15 December 2015,3.0,Moscone West,3009,0.0,Ocean Sciences,Fluid Migration and Gas Hydrate Systems in Continental Margins,Oral,0.0,20.0
3141,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Chemistry of the Earth's Mantle,Poster,0.0,11.0
3142,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Tectonophysics,Characterizing Cratons and Craton Margins,Poster,0.0,10.0
3146,Wednesday,16 December 2015,3.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,Swarm Two Years on,Oral,1.0,11.0
3147,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Emerging Perspectives on Land Use,Poster,0.0,6.0
3148,Friday,18 December 2015,8.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Marine Boundary Layer Clouds and Aerosols,Poster,0.0,2.0
3150,Friday,18 December 2015,7.0,Moscone West,2010,0.0,Biogeosciences,Human Alteration of the Phosphorus Cycle,Oral,1.0,12.0
3151,Thursday,17 December 2015,3.0,Moscone South,304,0.0,Tectonophysics,"Tectonic, Magmatic, and Geodynamic Studies of Extensional Processes",Poster,1.0,16.0
3152,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Fluvial Morphodynamics,Poster,0.0,8.0
3153,Wednesday,16 December 2015,4.0,Moscone South,301,0.0,Mineral and Rock Physics,Ice Microstructures and Deformation Behavior,Oral,1.0,18.0
3154,Thursday,17 December 2015,5.0,Moscone West,2012,0.0,Paleoceanography and Paleoclimatology,The Role of Meltwater in Abrupt Climate Change,Oral,0.0,15.0
3155,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Ocean Sciences,"US CLIVAR Session on the Global Energy Balance, Ocean Heat Content, and the Warming Hiatus",Poster,0.0,19.0
3156,Thursday,17 December 2015,3.0,Moscone West,2009,0.0,SPA-Magnetospheric Physics,Magnetospheres in the Outer Solar System,Poster,0.0,11.0
3157,Friday,18 December 2015,5.0,Moscone South,309,0.0,Natural Hazards,Advances in Remote Sensing of Natural Hazards,Oral,0.0,9.0
3158,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Ice Microstructures and Deformation Behavior,Poster,0.0,10.0
3159,Tuesday,15 December 2015,7.0,Moscone West,2009,0.0,Planetary Sciences,"Evolutions, Interactions, and Origins of Outer Planet Satellites",Poster,0.0,12.0
3160,Friday,18 December 2015,2.0,Moscone South,302,0.0,Tectonophysics,Diversity of Fault Slip Modes and the Interplay between Seismic and Aseismic Behavior of Faults,Poster,0.0,14.0
3162,Tuesday,15 December 2015,4.0,Moscone South,306,0.0,Tectonophysics,"Mantle, Crust, and Surface Dynamics in the Mediterranean System",Oral,0.0,17.0
3163,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Complexities of Flow and Transport in Porous Media across Diverse Disciplines,Poster,0.0,12.0
3164,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Earth and Planetary Surface Processes,Poster,0.0,8.0
3165,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Energy and Ecosystems,Poster,0.0,8.0
3166,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Geologic and Geodynamic Evolution of the Arctic Region,Poster,0.0,16.0
3167,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,"Quantifying Complex Ecohydraulic Interactions Using Field, Flume, and Numerical Methodologies",Poster,0.0,20.0
3168,Monday,14 December 2015,4.0,Moscone West,3003,0.0,Global Environmental Change,Emerging Perspectives on Land Use,Poster,1.0,20.0
3169,Thursday,17 December 2015,8.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,"Advances in Environmental Magnetism, Bio-Geomagnetism, and High-Resolution Paleomagnetism Studies",Oral,0.0,11.0
3170,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Cloud-Scale Processes,Poster,0.0,20.0
3172,Thursday,17 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,Hot Spots and Hot Moments at System Interfaces,Poster,0.0,21.0
3173,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Geomagnetism and Paleomagnetism,"Illuminating Crustal Structure, Hazards, and Resources",Poster,0.0,26.0
3175,Thursday,17 December 2015,1.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,"Characteristics, Consequences, and Predictabilities of Large Solar Storms",Oral,1.0,13.0
3180,Friday,18 December 2015,4.0,Moscone West,2020,0.0,Earth and Space Science Informatics,Big Data in Earth Science,Poster,1.0,9.0
3181,Tuesday,15 December 2015,18.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Understanding the Dynamic Loss of Earth's Radiation Belts,Poster,0.0,18.0
3184,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Hydrologic Processes in Earth System Models,Poster,0.0,12.0
3185,Thursday,17 December 2015,8.0,Moscone South,Poster Hall,0.0,Geodesy,Regional and Global Sea Level Variability and Projections,Poster,0.0,6.0
3186,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Climate-Vegetation Interaction and Land Cover/Land Use Change in Semi-Arid Grassland Ecosystems,Poster,0.0,11.0
3187,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,"Evapotranspiration, Evaporative Demand, and Droughts",Poster,0.0,14.0
3188,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Advanced Information Systems to Support Climate Projection Data Analysis,Poster,1.0,17.0
3189,Wednesday,16 December 2015,4.0,Moscone South,104,0.0,Tectonophysics,Marine Sedimentary Records of Climate-Tectonic Interactions (Half Session),Oral,1.0,21.0
3190,Friday,18 December 2015,7.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Vesta and Ceres as Seen by Dawn and Earth-Based Instruments,Poster,0.0,12.0
3192,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Intraseasonal to Decadal Climate Variability, Prediction, and Predictability Associated with Land-Atmosphere Interactions",Poster,0.0,8.0
3193,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Tectonophysics,Marine Sedimentary Records of Climate-Tectonic Interactions,Poster,0.0,12.0
3194,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Seismology,Seismology Contributions,Poster,0.0,6.0
3196,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Stream Hydrology, Stream Temperature, Water Quality, and Aquatic Habitats under Climatic Variability and Change",Poster,0.0,12.0
3199,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,What Lies Beneath,Poster,0.0,4.0
3200,Thursday,17 December 2015,10.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,"Space-Based, Operational Global Earth Observations from S-NPP and JPSS",Poster,0.0,12.0
3201,Wednesday,16 December 2015,5.0,Moscone West,2008,0.0,Biogeosciences,Biogeophysical Impacts of Land Use/Land Cover Change (LULCC) and Vegetation Disturbance from Micro- to Global Scales,Poster,1.0,11.0
3202,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Science from Current and Future Planetary Instruments and Missions,Poster,0.0,5.0
3203,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Quantifying Aviation Impacts on Air Quality and Climate,Poster,0.0,12.0
3205,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Natural Hazards,Flood Risk Management in a Changing World,Poster,0.0,17.0
3206,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Nonlinear Geophysics,"Advances in Data Assimilation, Predictabilit, and Uncertainty Quantification",Poster,0.0,17.0
3208,Monday,14 December 2015,3.0,Moscone South,304,0.0,Tectonophysics,Subduction across Scales,Oral,0.0,13.0
3209,Tuesday,15 December 2015,1.0,Moscone West,2004,0.0,Biogeosciences,Biosphere-Atmosphere Greenhouse Gas Fluxes in Terrestrial Ecosystems,Oral,1.0,15.0
3211,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Limnogeology and Paleolimnology,Poster,1.0,19.0
3212,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Circulations and Their Role in the Hydrological Cycle,Poster,0.0,13.0
3213,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Atomic to Planetary Scales,Poster,0.0,19.0
3214,Monday,14 December 2015,10.0,Moscone South,302,0.0,Tectonophysics,Deep structure of Tibetan Plateau and Surrounding Regions and Its Geodynamic Implications,Oral,1.0,23.0
3215,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","A Tangled Web? Generation and Transport of Fluids, Volatiles, and Melts in Subduction Zones from Source to Surface",Poster,0.0,18.0
3216,Thursday,17 December 2015,42.0,Moscone South,Poster Hall,0.0,Hydrology,Remote Sensing and Modeling of the Terrestrial Water Cycle,Poster,0.0,14.0
3218,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,The Third Pole Environment (TPE) under Global Changes,Poster,0.0,18.0
3222,Thursday,17 December 2015,13.0,Moscone West,3001,0.0,Global Environmental Change,Sustainable Deltas,Oral,0.0,13.0
3223,Thursday,17 December 2015,4.0,Moscone West,2005,0.0,Planetary Sciences,Using Topography to Investigate the Evolution of Solar System Bodies,Oral,0.0,9.0
3224,Friday,18 December 2015,2.0,Moscone South,104,0.0,Education,Era of Citizen Science and Big Data,Oral,0.0,15.0
3226,Friday,18 December 2015,9.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Electron to Ion Scale Observations of Magnetic Reconnection,Poster,0.0,12.0
3228,Monday,14 December 2015,8.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Biofuel-Induced Land Use/Land Cover Change and Associated Biogeochemical and Biophysical Impacts,Poster,0.0,13.0
3229,Wednesday,16 December 2015,10.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Constraining Biosphere-Atmosphere Exchange Processes using Remote-Sensing and In Situ Networks,Poster,0.0,10.0
3230,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,High Elevation Climate Change,Poster,0.0,23.0
3231,Friday,18 December 2015,6.0,Moscone West,2010,0.0,Biogeosciences,Human Alteration of the Phosphorus Cycle,Poster,0.0,13.0
3232,Friday,18 December 2015,2.0,Moscone West,2002,0.0,Geodesy,"Interdisciplinary Geodesy for Climate Change, Data-Driven GIA, Sea Level Change, and Tibetan Plateau HydrologyÂ",Oral,1.0,14.0
3233,Tuesday,15 December 2015,4.0,Moscone West,3010,0.0,Atmospheric Sciences,Cloud-Scale Processes,Oral,0.0,10.0
3234,Monday,14 December 2015,4.0,Moscone South,309,0.0,Natural Hazards,"Advances in Tsunami Observation, Modeling, and Forecasting",Oral,1.0,12.0
3235,Thursday,17 December 2015,8.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,"Advances in Environmental Magnetism, Bio-Geomagnetism, and High-Resolution Paleomagnetism Studies",Oral,0.0,9.0
3236,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,An Appraisal of Global Continental Crust,Poster,0.0,11.0
3237,Wednesday,16 December 2015,6.0,Moscone West,3024,0.0,Hydrology,Water Quality and Water Contamination in Rivers,Oral,0.0,11.0
3238,Monday,14 December 2015,13.0,Moscone South,Poster Hall,0.0,Biogeosciences,Terrestrial Biome Fluxes and Biogeochemical Impacts of Forest Disturbances,Poster,0.0,14.0
3239,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,"Characteristics, Consequences, and Predictabilities of Large Solar Storms",Poster,0.0,20.0
3240,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Quantifying Storage, Transport, and Volumes of Magmas in the Earth's Crust",Poster,0.0,30.0
3241,Tuesday,15 December 2015,9.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Recent Advances in Understanding the Magnetospheric Waves and Their Effects on Energetic Particles,Poster,0.0,13.0
3242,Monday,14 December 2015,12.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,The Role of Magnetotail Transients in Magnetospheric Dynamics,Poster,0.0,6.0
3243,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Public Affairs,Best Practices for Improving Workforce Skills to Use Earth Observations in Environmental Management and Policy,Poster,1.0,18.0
3244,Wednesday,16 December 2015,1.0,Moscone West,2018,0.0,Earth and Space Science Informatics,"Space-Based, Operational Global Earth Observations from S-NPP and JPSS",Oral,0.0,16.0
